Date,Close,Volume,Open,High,Low,Company,day,month,year,quarter
8/18/2021,146.36,86325990,149.8,150.72,146.15,Apple Inc,18,8,2021,3
8/17/2021,150.19,92229740,150.23,151.68,149.09,Apple Inc,17,8,2021,3
8/16/2021,151.12,103558800,148.535,151.19,146.47,Apple Inc,16,8,2021,3
8/13/2021,149.1,59375010,148.97,149.4444,148.27,Apple Inc,13,8,2021,3
8/12/2021,148.89,73779110,146.19,149.05,145.84,Apple Inc,12,8,2021,3
8/11/2021,145.86,48493460,146.05,146.72,145.53,Apple Inc,11,8,2021,3
8/10/2021,145.6,69023080,146.44,147.71,145.3,Apple Inc,10,8,2021,3
8/9/2021,146.09,48908690,146.2,146.7,145.52,Apple Inc,9,8,2021,3
8/6/2021,146.14,54126810,146.35,147.11,145.63,Apple Inc,6,8,2021,3
8/5/2021,147.06,46397670,146.98,147.84,146.17,Apple Inc,5,8,2021,3
8/4/2021,146.95,56368270,147.27,147.79,146.28,Apple Inc,4,8,2021,3
8/3/2021,147.36,64786620,145.81,148.045,145.18,Apple Inc,3,8,2021,3
8/2/2021,145.52,62879960,146.36,146.95,145.25,Apple Inc,2,8,2021,3
7/30/2021,145.86,70440630,144.38,146.33,144.11,Apple Inc,30,7,2021,3
7/29/2021,145.64,56699480,144.685,146.55,144.58,Apple Inc,29,7,2021,3
7/28/2021,144.98,118931200,144.81,146.97,142.54,Apple Inc,28,7,2021,3
7/27/2021,146.77,104818600,149.12,149.21,145.55,Apple Inc,27,7,2021,3
7/26/2021,148.99,72434090,148.27,149.83,147.7,Apple Inc,26,7,2021,3
7/23/2021,148.56,71447420,147.55,148.7177,146.92,Apple Inc,23,7,2021,3
7/22/2021,146.8,77338160,145.935,148.195,145.81,Apple Inc,22,7,2021,3
7/21/2021,145.4,74993460,145.53,146.13,144.63,Apple Inc,21,7,2021,3
7/20/2021,146.15,96350040,143.46,147.0997,142.96,Apple Inc,20,7,2021,3
7/19/2021,142.45,121434600,143.75,144.07,141.67,Apple Inc,19,7,2021,3
7/16/2021,146.39,93251430,148.46,149.76,145.88,Apple Inc,16,7,2021,3
7/15/2021,148.48,106820300,149.24,150,147.09,Apple Inc,15,7,2021,3
7/14/2021,149.15,127050800,148.1,149.57,147.68,Apple Inc,14,7,2021,3
7/13/2021,145.64,100827100,144.03,147.46,143.63,Apple Inc,13,7,2021,3
7/12/2021,144.5,76299720,146.21,146.32,144,Apple Inc,12,7,2021,3
7/9/2021,145.11,99890800,142.75,145.65,142.6522,Apple Inc,9,7,2021,3
7/8/2021,143.24,105575500,141.58,144.06,140.665,Apple Inc,8,7,2021,3
7/7/2021,144.57,104911600,143.535,144.89,142.66,Apple Inc,7,7,2021,3
7/6/2021,142.02,108181800,140.07,143.15,140.07,Apple Inc,6,7,2021,3
7/2/2021,139.96,78945570,137.9,140,137.745,Apple Inc,2,7,2021,3
7/1/2021,137.27,52485780,136.6,137.33,135.76,Apple Inc,1,7,2021,3
6/30/2021,136.96,63261390,136.17,137.41,135.87,Apple Inc,30,6,2021,2
6/29/2021,136.33,64556080,134.8,136.49,134.35,Apple Inc,29,6,2021,2
6/28/2021,134.78,62111300,133.41,135.245,133.35,Apple Inc,28,6,2021,2
6/25/2021,133.11,70783750,133.46,133.89,132.81,Apple Inc,25,6,2021,2
6/24/2021,133.41,68711000,134.45,134.64,132.93,Apple Inc,24,6,2021,2
6/23/2021,133.7,60214200,133.77,134.32,133.23,Apple Inc,23,6,2021,2
6/22/2021,133.98,74783620,132.13,134.08,131.62,Apple Inc,22,6,2021,2
6/21/2021,132.3,79663320,130.3,132.41,129.21,Apple Inc,21,6,2021,2
6/18/2021,130.46,108953300,130.71,131.51,130.24,Apple Inc,18,6,2021,2
6/17/2021,131.79,96721670,129.8,132.55,129.65,Apple Inc,17,6,2021,2
6/16/2021,130.15,91815030,130.37,130.89,128.461,Apple Inc,16,6,2021,2
6/15/2021,129.64,62746330,129.94,130.6,129.39,Apple Inc,15,6,2021,2
6/14/2021,130.48,96906490,127.82,130.54,127.07,Apple Inc,14,6,2021,2
6/11/2021,127.35,53522370,126.53,127.44,126.1,Apple Inc,11,6,2021,2
6/10/2021,126.11,71186420,127.02,128.19,125.94,Apple Inc,10,6,2021,2
6/9/2021,127.13,56877940,127.21,127.75,126.52,Apple Inc,9,6,2021,2
6/8/2021,126.74,74403770,126.6,128.46,126.2101,Apple Inc,8,6,2021,2
6/7/2021,125.9,71057550,126.17,126.32,124.8321,Apple Inc,7,6,2021,2
6/4/2021,125.89,75169340,124.07,126.16,123.85,Apple Inc,4,6,2021,2
6/3/2021,123.54,76229170,124.68,124.85,123.13,Apple Inc,3,6,2021,2
6/2/2021,125.06,59278860,124.28,125.24,124.05,Apple Inc,2,6,2021,2
6/1/2021,124.28,67637120,125.08,125.35,123.94,Apple Inc,1,6,2021,2
5/28/2021,124.61,71311110,125.57,125.8,124.55,Apple Inc,28,5,2021,2
5/27/2021,125.28,94625600,126.44,127.64,125.08,Apple Inc,27,5,2021,2
5/26/2021,126.85,56575920,126.955,127.39,126.42,Apple Inc,26,5,2021,2
5/25/2021,126.9,72009480,127.82,128.32,126.32,Apple Inc,25,5,2021,2
5/24/2021,127.1,63092950,126.01,127.94,125.94,Apple Inc,24,5,2021,2
5/21/2021,125.43,79295440,127.82,128,125.21,Apple Inc,21,5,2021,2
5/20/2021,127.31,76857120,125.23,127.72,125.1,Apple Inc,20,5,2021,2
5/19/2021,124.69,92611990,123.16,124.915,122.86,Apple Inc,19,5,2021,2
5/18/2021,124.85,63342930,126.56,126.99,124.78,Apple Inc,18,5,2021,2
5/17/2021,126.27,74116550,126.82,126.93,125.17,Apple Inc,17,5,2021,2
5/14/2021,127.45,81917950,126.25,127.89,125.85,Apple Inc,14,5,2021,2
5/13/2021,124.97,105861300,124.58,126.15,124.26,Apple Inc,13,5,2021,2
5/12/2021,122.77,112172300,123.4,124.64,122.25,Apple Inc,12,5,2021,2
5/11/2021,125.91,126142800,123.5,126.27,122.77,Apple Inc,11,5,2021,2
5/10/2021,126.85,88071230,129.41,129.54,126.81,Apple Inc,10,5,2021,2
5/7/2021,130.21,78973270,130.85,131.2582,129.475,Apple Inc,7,5,2021,2
5/6/2021,129.74,78128330,127.89,129.75,127.13,Apple Inc,6,5,2021,2
5/5/2021,128.1,84000900,129.2,130.45,127.97,Apple Inc,5,5,2021,2
5/4/2021,127.85,137564700,131.19,131.4899,126.7,Apple Inc,4,5,2021,2
5/3/2021,132.54,75135100,132.04,134.07,131.83,Apple Inc,3,5,2021,2
4/30/2021,131.46,109839500,131.78,133.56,131.065,Apple Inc,30,4,2021,2
4/29/2021,133.48,151101000,136.47,137.07,132.45,Apple Inc,29,4,2021,2
4/28/2021,133.58,107760100,134.31,135.02,133.08,Apple Inc,28,4,2021,2
4/27/2021,134.39,66015800,135.01,135.41,134.11,Apple Inc,27,4,2021,2
4/26/2021,134.72,66905070,134.83,135.06,133.56,Apple Inc,26,4,2021,2
4/23/2021,134.32,78756780,132.16,135.12,132.16,Apple Inc,23,4,2021,2
4/22/2021,131.94,84566460,133.04,134.15,131.41,Apple Inc,22,4,2021,2
4/21/2021,133.5,68847140,132.36,133.75,131.3001,Apple Inc,21,4,2021,2
4/20/2021,133.11,94812350,135.02,135.53,131.81,Apple Inc,20,4,2021,2
4/19/2021,134.84,94264220,133.51,135.47,133.34,Apple Inc,19,4,2021,2
4/16/2021,134.16,84922390,134.3,134.67,133.28,Apple Inc,16,4,2021,2
4/15/2021,134.5,89347100,133.82,135,133.64,Apple Inc,15,4,2021,2
4/14/2021,132.03,87222780,134.94,135,131.655,Apple Inc,14,4,2021,2
4/13/2021,134.43,91266550,132.44,134.66,131.93,Apple Inc,13,4,2021,2
4/12/2021,131.24,91419980,132.52,132.85,130.63,Apple Inc,12,4,2021,2
4/9/2021,132.995,106686700,129.8,133.04,129.47,Apple Inc,9,4,2021,2
4/8/2021,130.36,88844590,128.95,130.39,128.52,Apple Inc,8,4,2021,2
4/7/2021,127.9,83466720,125.83,127.92,125.14,Apple Inc,7,4,2021,2
4/6/2021,126.21,80171250,126.5,127.13,125.65,Apple Inc,6,4,2021,2
4/5/2021,125.9,88651180,123.87,126.1601,123.07,Apple Inc,5,4,2021,2
4/1/2021,123,75089130,123.66,124.18,122.49,Apple Inc,1,4,2021,2
3/31/2021,122.15,118323800,121.65,123.52,121.15,Apple Inc,31,3,2021,1
3/30/2021,119.9,85671920,120.11,120.4031,118.86,Apple Inc,30,3,2021,1
3/29/2021,121.39,80819200,121.65,122.58,120.7299,Apple Inc,29,3,2021,1
3/26/2021,121.21,94071230,120.35,121.48,118.92,Apple Inc,26,3,2021,1
3/25/2021,120.59,98844680,119.54,121.66,119,Apple Inc,25,3,2021,1
3/24/2021,120.09,88530490,122.82,122.9,120.065,Apple Inc,24,3,2021,1
3/23/2021,122.54,95467140,123.33,124.24,122.14,Apple Inc,23,3,2021,1
3/22/2021,123.39,111912300,120.33,123.87,120.26,Apple Inc,22,3,2021,1
3/19/2021,119.99,185549500,119.9,121.43,119.675,Apple Inc,19,3,2021,1
3/18/2021,120.53,121469800,122.88,123.18,120.32,Apple Inc,18,3,2021,1
3/17/2021,124.76,111932600,124.05,125.8599,122.336,Apple Inc,17,3,2021,1
3/16/2021,125.57,115227900,125.7,127.22,124.715,Apple Inc,16,3,2021,1
3/15/2021,123.99,92590560,121.41,124,120.42,Apple Inc,15,3,2021,1
3/12/2021,121.03,88105050,120.4,121.17,119.16,Apple Inc,12,3,2021,1
3/11/2021,121.96,103026500,122.54,123.21,121.26,Apple Inc,11,3,2021,1
3/10/2021,119.98,111943300,121.69,122.17,119.45,Apple Inc,10,3,2021,1
3/9/2021,121.085,129525800,119.03,122.06,118.79,Apple Inc,9,3,2021,1
3/8/2021,116.36,154376600,120.93,121,116.21,Apple Inc,8,3,2021,1
3/5/2021,121.42,153766600,120.98,121.935,117.57,Apple Inc,5,3,2021,1
3/4/2021,120.13,178155000,121.75,123.6,118.62,Apple Inc,4,3,2021,1
3/3/2021,122.06,112966300,124.81,125.71,121.84,Apple Inc,3,3,2021,1
3/2/2021,125.12,102260900,128.41,128.72,125.01,Apple Inc,2,3,2021,1
3/1/2021,127.79,116307900,123.75,127.93,122.79,Apple Inc,1,3,2021,1
2/26/2021,121.26,164560400,122.59,124.85,121.2,Apple Inc,26,2,2021,1
2/25/2021,120.99,148199500,124.68,126.4585,120.54,Apple Inc,25,2,2021,1
2/24/2021,125.35,111039900,124.94,125.56,122.23,Apple Inc,24,2,2021,1
2/23/2021,125.86,158273000,123.76,126.71,118.39,Apple Inc,23,2,2021,1
2/22/2021,126,103916400,128.01,129.72,125.6,Apple Inc,22,2,2021,1
2/19/2021,129.87,87668830,130.24,130.71,128.8,Apple Inc,19,2,2021,1
2/18/2021,129.71,96856750,129.2,129.995,127.41,Apple Inc,18,2,2021,1
2/17/2021,130.84,98085250,131.25,132.22,129.47,Apple Inc,17,2,2021,1
2/16/2021,133.19,80576320,135.49,136.01,132.79,Apple Inc,16,2,2021,1
2/12/2021,135.37,60145130,134.35,135.53,133.6921,Apple Inc,12,2,2021,1
2/11/2021,135.13,64280030,135.9,136.39,133.77,Apple Inc,11,2,2021,1
2/10/2021,135.39,73046560,136.48,136.99,134.4,Apple Inc,10,2,2021,1
2/9/2021,136.01,76774210,136.62,137.877,135.85,Apple Inc,9,2,2021,1
2/8/2021,136.91,71297210,136.03,136.96,134.92,Apple Inc,8,2,2021,1
2/5/2021,136.76,75693830,137.35,137.42,135.86,Apple Inc,5,2,2021,1
2/4/2021,137.39,84183060,136.3,137.4,134.59,Apple Inc,4,2,2021,1
2/3/2021,133.94,89880940,135.76,135.77,133.61,Apple Inc,3,2,2021,1
2/2/2021,134.99,83305370,135.73,136.31,134.61,Apple Inc,2,2,2021,1
2/1/2021,134.14,106239800,133.75,135.38,130.93,Apple Inc,1,2,2021,1
1/29/2021,131.96,177523800,135.83,136.74,130.21,Apple Inc,29,1,2021,1
1/28/2021,137.09,142621100,139.52,141.99,136.7,Apple Inc,28,1,2021,1
1/27/2021,142.06,140843800,143.43,144.3,140.41,Apple Inc,27,1,2021,1
1/26/2021,143.16,98390560,143.6,144.3,141.37,Apple Inc,26,1,2021,1
1/25/2021,142.92,157611700,143.07,145.09,136.54,Apple Inc,25,1,2021,1
1/22/2021,139.07,114459400,136.28,139.85,135.02,Apple Inc,22,1,2021,1
1/21/2021,136.87,120529500,133.8,139.67,133.59,Apple Inc,21,1,2021,1
1/20/2021,132.03,104319500,128.66,132.49,128.55,Apple Inc,20,1,2021,1
1/19/2021,127.83,90757330,127.78,128.71,126.938,Apple Inc,19,1,2021,1
1/15/2021,127.14,111598500,128.78,130.2242,127,Apple Inc,15,1,2021,1
1/14/2021,128.91,90221760,130.8,131,128.76,Apple Inc,14,1,2021,1
1/13/2021,130.89,88636830,128.76,131.45,128.49,Apple Inc,13,1,2021,1
1/12/2021,128.8,91951150,128.5,129.69,126.86,Apple Inc,12,1,2021,1
1/11/2021,128.98,100620900,129.19,130.17,128.5,Apple Inc,11,1,2021,1
1/8/2021,132.05,105158200,132.43,132.63,130.23,Apple Inc,8,1,2021,1
1/7/2021,130.92,109578200,128.36,131.63,127.86,Apple Inc,7,1,2021,1
1/6/2021,126.6,155088000,127.72,131.0499,126.382,Apple Inc,6,1,2021,1
1/5/2021,131.01,97664900,128.89,131.74,128.43,Apple Inc,5,1,2021,1
1/4/2021,129.41,143301900,133.52,133.6116,126.76,Apple Inc,4,1,2021,1
12/31/2020,132.69,99116590,134.08,134.74,131.72,Apple Inc,31,12,2020,4
12/30/2020,133.72,96452120,135.58,135.99,133.4,Apple Inc,30,12,2020,4
12/29/2020,134.87,121047300,138.05,138.789,134.3409,Apple Inc,29,12,2020,4
12/28/2020,136.69,124486200,133.99,137.34,133.51,Apple Inc,28,12,2020,4
12/24/2020,131.97,54930060,131.32,133.46,131.1,Apple Inc,24,12,2020,4
12/23/2020,130.96,88223690,132.16,132.43,130.78,Apple Inc,23,12,2020,4
12/22/2020,131.88,169351800,131.61,134.405,129.65,Apple Inc,22,12,2020,4
12/21/2020,128.23,121251600,125.02,128.31,123.449,Apple Inc,21,12,2020,4
12/18/2020,126.655,192541500,128.96,129.1,126.12,Apple Inc,18,12,2020,4
12/17/2020,128.7,94359810,128.9,129.58,128.045,Apple Inc,17,12,2020,4
12/16/2020,127.81,98208590,127.41,128.37,126.56,Apple Inc,16,12,2020,4
12/15/2020,127.88,157572300,124.34,127.9,124.13,Apple Inc,15,12,2020,4
12/14/2020,121.78,79075990,122.6,123.35,121.54,Apple Inc,14,12,2020,4
12/11/2020,122.41,86939790,122.43,122.76,120.55,Apple Inc,11,12,2020,4
12/10/2020,123.24,81312170,120.5,123.87,120.15,Apple Inc,10,12,2020,4
12/9/2020,121.78,115089200,124.53,125.95,121,Apple Inc,9,12,2020,4
12/8/2020,124.38,82225510,124.37,124.98,123.09,Apple Inc,8,12,2020,4
12/7/2020,123.75,86711990,122.31,124.57,122.25,Apple Inc,7,12,2020,4
12/4/2020,122.25,78260420,122.6,122.8608,121.52,Apple Inc,4,12,2020,4
12/3/2020,122.94,78967630,123.52,123.78,122.21,Apple Inc,3,12,2020,4
12/2/2020,123.08,89004200,122.02,123.37,120.89,Apple Inc,2,12,2020,4
12/1/2020,122.72,128166800,121.01,123.4693,120.01,Apple Inc,1,12,2020,4
11/30/2020,119.05,169410200,116.97,120.97,116.81,Apple Inc,30,11,2020,4
11/27/2020,116.59,46691330,116.57,117.49,116.22,Apple Inc,27,11,2020,4
11/25/2020,116.03,76499230,115.55,116.75,115.17,Apple Inc,25,11,2020,4
11/24/2020,115.17,113874200,113.91,115.85,112.59,Apple Inc,24,11,2020,4
11/23/2020,113.85,127959300,117.18,117.6202,113.75,Apple Inc,23,11,2020,4
11/20/2020,117.34,73604290,118.64,118.77,117.29,Apple Inc,20,11,2020,4
11/19/2020,118.64,74112970,117.59,119.06,116.81,Apple Inc,19,11,2020,4
11/18/2020,118.03,76322110,118.61,119.82,118,Apple Inc,18,11,2020,4
11/17/2020,119.39,74270970,119.55,120.6741,118.96,Apple Inc,17,11,2020,4
11/16/2020,120.3,91183020,118.92,120.99,118.146,Apple Inc,16,11,2020,4
11/13/2020,119.26,81688590,119.44,119.6717,117.87,Apple Inc,13,11,2020,4
11/12/2020,119.21,103350700,119.62,120.53,118.57,Apple Inc,12,11,2020,4
11/11/2020,119.49,112295000,117.19,119.63,116.44,Apple Inc,11,11,2020,4
11/10/2020,115.97,138023400,115.55,117.59,114.13,Apple Inc,10,11,2020,4
11/9/2020,116.32,154515300,120.5,121.99,116.05,Apple Inc,9,11,2020,4
11/6/2020,118.69,114457900,118.32,119.2,116.13,Apple Inc,6,11,2020,4
11/5/2020,119.03,126387100,117.95,119.62,116.8686,Apple Inc,5,11,2020,4
11/4/2020,114.95,138235500,114.14,115.59,112.35,Apple Inc,4,11,2020,4
11/3/2020,110.44,107624400,109.66,111.49,108.73,Apple Inc,3,11,2020,4
11/2/2020,108.77,122866900,109.11,110.68,107.32,Apple Inc,2,11,2020,4
10/30/2020,108.86,190573500,111.06,111.99,107.72,Apple Inc,30,10,2020,4
10/29/2020,115.32,146129200,112.37,116.93,112.2,Apple Inc,29,10,2020,4
10/28/2020,111.2,143937800,115.05,115.43,111.1,Apple Inc,28,10,2020,4
10/27/2020,116.6,92276770,115.49,117.28,114.5399,Apple Inc,27,10,2020,4
10/26/2020,115.05,111850700,114.01,116.55,112.88,Apple Inc,26,10,2020,4
10/23/2020,115.04,82572650,116.39,116.55,114.28,Apple Inc,23,10,2020,4
10/22/2020,115.75,101988000,117.45,118.04,114.59,Apple Inc,22,10,2020,4
10/21/2020,116.87,89945980,116.67,118.705,116.45,Apple Inc,21,10,2020,4
10/20/2020,117.51,124423700,116.2,118.98,115.63,Apple Inc,20,10,2020,4
10/19/2020,115.98,120639300,119.96,120.419,115.66,Apple Inc,19,10,2020,4
10/16/2020,119.02,115393800,121.28,121.548,118.81,Apple Inc,16,10,2020,4
10/15/2020,120.71,112559200,118.72,121.2,118.15,Apple Inc,15,10,2020,4
10/14/2020,121.19,151062300,121,123.03,119.62,Apple Inc,14,10,2020,4
10/13/2020,121.1,262330500,125.27,125.39,119.65,Apple Inc,13,10,2020,4
10/12/2020,124.4,240226800,120.06,125.18,119.2845,Apple Inc,12,10,2020,4
10/9/2020,116.97,100506900,115.28,117,114.92,Apple Inc,9,10,2020,4
10/8/2020,114.97,83477150,116.25,116.4,114.5901,Apple Inc,8,10,2020,4
10/7/2020,115.08,96848990,114.62,115.55,114.13,Apple Inc,7,10,2020,4
10/6/2020,113.16,161498200,115.7,116.12,112.25,Apple Inc,6,10,2020,4
10/5/2020,116.5,106243800,113.91,116.65,113.55,Apple Inc,5,10,2020,4
10/2/2020,113.02,144712000,112.89,115.37,112.22,Apple Inc,2,10,2020,4
10/1/2020,116.79,116120400,117.64,117.72,115.83,Apple Inc,1,10,2020,4
9/30/2020,115.81,142675200,113.79,117.26,113.62,Apple Inc,30,9,2020,3
9/29/2020,114.09,100060500,114.55,115.31,113.57,Apple Inc,29,9,2020,3
9/28/2020,114.96,137672400,115.01,115.32,112.78,Apple Inc,28,9,2020,3
9/25/2020,112.28,149981400,108.43,112.44,107.67,Apple Inc,25,9,2020,3
9/24/2020,108.22,167743300,105.17,110.25,105,Apple Inc,24,9,2020,3
9/23/2020,107.12,150718700,111.62,112.11,106.77,Apple Inc,23,9,2020,3
9/22/2020,111.81,183055400,112.68,112.86,109.16,Apple Inc,22,9,2020,3
9/21/2020,110.08,195713800,104.54,110.19,103.1,Apple Inc,21,9,2020,3
9/18/2020,106.84,287104900,110.4,110.88,106.09,Apple Inc,18,9,2020,3
9/17/2020,110.34,178011000,109.72,112.2,108.71,Apple Inc,17,9,2020,3
9/16/2020,112.13,155026700,115.23,116,112.04,Apple Inc,16,9,2020,3
9/15/2020,115.54,184642000,118.33,118.829,113.61,Apple Inc,15,9,2020,3
9/14/2020,115.355,140150100,114.72,115.93,112.8,Apple Inc,14,9,2020,3
9/11/2020,112,180860300,114.57,115.23,110,Apple Inc,11,9,2020,3
9/10/2020,113.49,182274400,120.36,120.5,112.5,Apple Inc,10,9,2020,3
9/9/2020,117.32,176940500,117.26,119.14,115.26,Apple Inc,9,9,2020,3
9/8/2020,112.82,231366600,113.95,118.99,112.68,Apple Inc,8,9,2020,3
9/4/2020,120.96,332607200,120.07,123.7,110.89,Apple Inc,4,9,2020,3
9/3/2020,120.88,257599600,126.91,128.84,120.5,Apple Inc,3,9,2020,3
9/2/2020,131.4,200119000,137.59,137.98,127,Apple Inc,2,9,2020,3
9/1/2020,134.18,152470100,132.76,134.8,130.53,Apple Inc,1,9,2020,3
8/31/2020,129.04,225702700,127.58,131,126,Apple Inc,31,8,2020,3
8/28/2020,124.8075,187629920,126.0125,126.4425,124.5775,Apple Inc,28,8,2020,3
8/27/2020,125.01,155552400,127.1425,127.485,123.8325,Apple Inc,27,8,2020,3
8/26/2020,126.5225,163022280,126.1793,126.9925,125.0825,Apple Inc,26,8,2020,3
8/25/2020,124.825,211495800,124.6975,125.1793,123.0525,Apple Inc,25,8,2020,3
8/24/2020,125.8575,345937760,128.6975,128.785,123.9363,Apple Inc,24,8,2020,3
8/21/2020,124.37,338054640,119.2625,124.868,119.25,Apple Inc,21,8,2020,3
8/20/2020,118.275,126907200,115.75,118.392,115.7334,Apple Inc,20,8,2020,3
8/19/2020,115.7075,145538000,115.9833,117.1625,115.61,Apple Inc,19,8,2020,3
8/18/2020,115.5625,105633560,114.3525,116,114.0075,Apple Inc,18,8,2020,3
8/17/2020,114.6075,119561440,116.0625,116.0875,113.9625,Apple Inc,17,8,2020,3
8/14/2020,114.9075,165565200,114.8288,115,113.045,Apple Inc,14,8,2020,3
8/13/2020,115.01,210082080,114.43,116.0425,113.9275,Apple Inc,13,8,2020,3
8/12/2020,113.01,165944840,110.4975,113.275,110.2975,Apple Inc,12,8,2020,3
8/11/2020,109.375,187902360,111.9688,112.4825,109.1067,Apple Inc,11,8,2020,3
8/10/2020,112.7275,212403440,112.6,113.775,110,Apple Inc,10,8,2020,3
8/7/2020,111.1125,198045600,113.205,113.675,110.2925,Apple Inc,7,8,2020,3
8/6/2020,113.9025,202428920,110.405,114.4125,109.7975,Apple Inc,6,8,2020,3
8/5/2020,110.0625,121991960,109.3775,110.3925,108.8975,Apple Inc,5,8,2020,3
8/4/2020,109.665,172792360,109.1325,110.79,108.3875,Apple Inc,4,8,2020,3
8/3/2020,108.9375,308151400,108.2,111.6364,107.8925,Apple Inc,3,8,2020,3
7/31/2020,106.26,374295480,102.8838,106.415,100.825,Apple Inc,31,7,2020,3
7/30/2020,96.19,158130040,94.1875,96.2975,93.7675,Apple Inc,30,7,2020,3
7/29/2020,95.04,90329240,93.75,95.23,93.7125,Apple Inc,29,7,2020,3
7/28/2020,93.2525,103625520,94.3675,94.5497,93.2475,Apple Inc,28,7,2020,3
7/27/2020,94.81,121214200,93.71,94.905,93.48,Apple Inc,27,7,2020,3
7/24/2020,92.615,185438880,90.9875,92.97,89.145,Apple Inc,24,7,2020,3
7/23/2020,92.845,197004440,96.9985,97.0775,92.0097,Apple Inc,23,7,2020,3
7/22/2020,97.2725,89001640,96.6925,97.975,96.6025,Apple Inc,22,7,2020,3
7/21/2020,97,103645840,99.1725,99.25,96.7425,Apple Inc,21,7,2020,3
7/20/2020,98.3575,90317920,96.4163,98.5,96.0625,Apple Inc,20,7,2020,3
7/17/2020,96.3275,92186920,96.9875,97.1475,95.84,Apple Inc,17,7,2020,3
7/16/2020,96.5225,110577680,96.5625,97.405,95.905,Apple Inc,16,7,2020,3
7/15/2020,97.725,153197920,98.99,99.2475,96.49,Apple Inc,15,7,2020,3
7/14/2020,97.0575,170989360,94.84,97.255,93.8775,Apple Inc,14,7,2020,3
7/13/2020,95.4775,191649160,97.265,99.955,95.2575,Apple Inc,13,7,2020,3
7/10/2020,95.92,90257320,95.335,95.98,94.7052,Apple Inc,10,7,2020,3
7/9/2020,95.6825,125642600,96.2625,96.3175,94.6725,Apple Inc,9,7,2020,3
7/8/2020,95.3425,117091880,94.18,95.375,94.09,Apple Inc,8,7,2020,3
7/7/2020,93.1725,112424440,93.8525,94.655,93.0575,Apple Inc,7,7,2020,3
7/6/2020,93.4625,118655640,92.5,93.945,92.4675,Apple Inc,6,7,2020,3
7/2/2020,91.0275,114041480,91.9625,92.6175,90.91,Apple Inc,2,7,2020,3
7/1/2020,91.0275,110737240,91.28,91.84,90.9775,Apple Inc,1,7,2020,3
6/30/2020,91.2,140223280,90.02,91.495,90,Apple Inc,30,6,2020,2
6/29/2020,90.445,130646080,88.3125,90.5434,87.82,Apple Inc,29,6,2020,2
6/26/2020,88.4075,205256840,91.1025,91.33,88.255,Apple Inc,26,6,2020,2
6/25/2020,91.21,137522520,90.175,91.25,89.3925,Apple Inc,25,6,2020,2
6/24/2020,90.015,192623400,91.25,92.1975,89.63,Apple Inc,24,6,2020,2
6/23/2020,91.6325,212155480,91,93.095,90.5675,Apple Inc,23,6,2020,2
6/22/2020,89.7175,135445280,87.835,89.865,87.7875,Apple Inc,22,6,2020,2
6/19/2020,87.43,264475800,88.6587,89.14,86.2875,Apple Inc,19,6,2020,2
6/18/2020,87.9325,96820400,87.8525,88.3625,87.305,Apple Inc,18,6,2020,2
6/17/2020,87.8975,114406520,88.7875,88.85,87.7725,Apple Inc,17,6,2020,2
6/16/2020,88.02,165428720,87.865,88.3,86.18,Apple Inc,16,6,2020,2
6/15/2020,85.7475,138808920,83.3125,86.42,83.145,Apple Inc,15,6,2020,2
6/12/2020,84.7,200146040,86.18,86.95,83.5558,Apple Inc,12,6,2020,2
6/11/2020,83.975,201662440,87.3275,87.765,83.87,Apple Inc,11,6,2020,2
6/10/2020,88.21,166651760,86.975,88.6925,86.5225,Apple Inc,10,6,2020,2
6/9/2020,85.9975,147712360,83.035,86.4025,83.0025,Apple Inc,9,6,2020,2
6/8/2020,83.365,95654520,82.5625,83.4,81.83,Apple Inc,8,6,2020,2
6/5/2020,82.875,137250200,80.8375,82.9375,80.8075,Apple Inc,5,6,2020,2
6/4/2020,80.58,87560360,81.0975,81.405,80.195,Apple Inc,4,6,2020,2
6/3/2020,81.28,104491200,81.165,81.55,80.575,Apple Inc,3,6,2020,2
6/2/2020,80.835,87642800,80.1863,80.86,79.7325,Apple Inc,2,6,2020,2
6/1/2020,80.4625,81018600,79.4375,80.5875,79.3025,Apple Inc,1,6,2020,2
5/29/2020,79.485,153598120,79.8125,80.2875,79.1175,Apple Inc,29,5,2020,2
5/28/2020,79.5625,133796400,79.1925,80.86,78.9075,Apple Inc,28,5,2020,2
5/27/2020,79.5275,112945080,79.035,79.6775,78.2725,Apple Inc,27,5,2020,2
5/26/2020,79.1825,125521800,80.875,81.06,79.125,Apple Inc,26,5,2020,2
5/22/2020,79.7225,81803000,78.9425,79.8075,78.8375,Apple Inc,22,5,2020,2
5/21/2020,79.2125,102688840,79.665,80.2225,78.9675,Apple Inc,21,5,2020,2
5/20/2020,79.8075,111504880,79.17,79.88,79.05,Apple Inc,20,5,2020,2
5/19/2020,78.285,101729560,78.7575,79.63,78.2525,Apple Inc,19,5,2020,2
5/18/2020,78.74,135372520,78.2925,79.125,77.581,Apple Inc,18,5,2020,2
5/15/2020,76.9275,166348360,75.0875,76.975,75.0525,Apple Inc,15,5,2020,2
5/14/2020,77.385,158929080,76.1275,77.4475,75.3825,Apple Inc,14,5,2020,2
5/13/2020,76.9125,200622560,78.0375,78.9875,75.8025,Apple Inc,13,5,2020,2
5/12/2020,77.8525,162301040,79.4575,79.922,77.7275,Apple Inc,12,5,2020,2
