Date,Close,Volume,Open,High,Low,Company,day,month,year,quarter
6/30/2023,119.04,6565143,119.6,119.86,118.38,Qualcomm Incorporated,30,6,2023,2
6/29/2023,118.06,5138531,117.56,118.15,116.88,Qualcomm Incorporated,29,6,2023,2
6/28/2023,117.54,6384835,117.02,118.095,116.58,Qualcomm Incorporated,28,6,2023,2
6/27/2023,119.79,7308869,116.74,119.94,115.65,Qualcomm Incorporated,27,6,2023,2
6/26/2023,116.63,9376996,114.56,117.61,114.3,Qualcomm Incorporated,26,6,2023,2
6/23/2023,113.43,11958540,114.09,115.28,113.03,Qualcomm Incorporated,23,6,2023,2
6/22/2023,116.4,7285455,116.01,116.68,114.9121,Qualcomm Incorporated,22,6,2023,2
6/21/2023,115.76,7925428,118.61,119.02,115.6654,Qualcomm Incorporated,21,6,2023,2
6/20/2023,119.82,8670781,121.94,122.37,118.71,Qualcomm Incorporated,20,6,2023,2
6/16/2023,122.68,12905730,124.59,124.98,122.1,Qualcomm Incorporated,16,6,2023,2
6/15/2023,123.61,8132561,121.58,124.69,121.04,Qualcomm Incorporated,15,6,2023,2
6/14/2023,123.4,7324605,124.35,124.43,121.5,Qualcomm Incorporated,14,6,2023,2
6/13/2023,124.43,8873225,124.28,125.4,122.75,Qualcomm Incorporated,13,6,2023,2
6/12/2023,122.14,9686711,121.04,122.31,119.77,Qualcomm Incorporated,12,6,2023,2
6/9/2023,119.11,13810270,117.488,120.85,117.38,Qualcomm Incorporated,9,6,2023,2
6/8/2023,116.35,5798724,115.6,116.64,114.1,Qualcomm Incorporated,8,6,2023,2
6/7/2023,115.18,7555407,116.63,117.16,114.49,Qualcomm Incorporated,7,6,2023,2
6/6/2023,116.36,7594454,112.58,116.79,112.24,Qualcomm Incorporated,6,6,2023,2
6/5/2023,112.73,7769250,115.43,115.92,112.64,Qualcomm Incorporated,5,6,2023,2
6/2/2023,115.62,7873384,117.24,117.4,114.69,Qualcomm Incorporated,2,6,2023,2
6/1/2023,115.83,8616527,114.56,116.56,112.31,Qualcomm Incorporated,1,6,2023,2
5/31/2023,113.41,14923980,113.56,114,111.6,Qualcomm Incorporated,31,5,2023,2
5/30/2023,116,18291790,114.5,116.69,112.61,Qualcomm Incorporated,30,5,2023,2
5/26/2023,110.35,15969940,104.94,111.28,104.82,Qualcomm Incorporated,26,5,2023,2
5/25/2023,104.02,11677430,101.93,104.11,101.47,Qualcomm Incorporated,25,5,2023,2
5/24/2023,103.02,8193652,102.08,103.14,101.58,Qualcomm Incorporated,24,5,2023,2
5/23/2023,103.56,7452455,104.07,105.64,103.47,Qualcomm Incorporated,23,5,2023,2
5/22/2023,105.28,7912384,103.672,105.87,103.25,Qualcomm Incorporated,22,5,2023,2
5/19/2023,105.86,5783173,106.95,107.12,105.515,Qualcomm Incorporated,19,5,2023,2
5/18/2023,106.96,9141957,104.81,107.12,104.81,Qualcomm Incorporated,18,5,2023,2
5/17/2023,104.81,9504738,104.19,105.45,103.58,Qualcomm Incorporated,17,5,2023,2
5/16/2023,103.79,7031502,105.67,106.48,103.72,Qualcomm Incorporated,16,5,2023,2
5/15/2023,106.28,7444855,103.76,106.4,102.89,Qualcomm Incorporated,15,5,2023,2
5/12/2023,103.62,7635857,104.47,104.74,102.61,Qualcomm Incorporated,12,5,2023,2
5/11/2023,104.06,10630460,106.29,106.51,103.68,Qualcomm Incorporated,11,5,2023,2
5/10/2023,106.46,7980121,107,107.48,105.14,Qualcomm Incorporated,10,5,2023,2
5/9/2023,105.77,7804117,107,107.43,105.3,Qualcomm Incorporated,9,5,2023,2
5/8/2023,108.31,6694397,108.375,108.83,106.87,Qualcomm Incorporated,8,5,2023,2
5/5/2023,108.78,10745650,108.21,109.27,105.77,Qualcomm Incorporated,5,5,2023,2
5/4/2023,106.58,22117510,104.03,107.12,103.5,Qualcomm Incorporated,4,5,2023,2
5/3/2023,112.83,11491690,116.66,116.82,112.6,Qualcomm Incorporated,3,5,2023,2
5/2/2023,116.11,7081220,116.13,117.06,114.44,Qualcomm Incorporated,2,5,2023,2
5/1/2023,115.84,6208535,117.21,117.58,115.51,Qualcomm Incorporated,1,5,2023,2
4/28/2023,116.8,8652507,115.095,116.9,113.73,Qualcomm Incorporated,28,4,2023,2
4/27/2023,113.92,6945714,113.88,114.3149,112.15,Qualcomm Incorporated,27,4,2023,2
4/26/2023,114.16,4671130,114.29,115.1,113.21,Qualcomm Incorporated,26,4,2023,2
4/25/2023,114.05,7045163,116.74,116.84,113.68,Qualcomm Incorporated,25,4,2023,2
4/24/2023,117.35,4097906,117.82,117.83,116.57,Qualcomm Incorporated,24,4,2023,2
4/21/2023,117.76,4980658,117.87,118.19,116.55,Qualcomm Incorporated,21,4,2023,2
4/20/2023,118.64,5125024,117.29,119.9,117.12,Qualcomm Incorporated,20,4,2023,2
4/19/2023,118.54,4241940,117.25,118.69,116.45,Qualcomm Incorporated,19,4,2023,2
4/18/2023,118.36,4829930,120.34,120.8,117.41,Qualcomm Incorporated,18,4,2023,2
4/17/2023,119.38,6370194,119.13,119.84,118.165,Qualcomm Incorporated,17,4,2023,2
4/14/2023,120.16,4833111,120.87,121.92,118.76,Qualcomm Incorporated,14,4,2023,2
4/13/2023,121.13,6077122,120.05,121.66,119.115,Qualcomm Incorporated,13,4,2023,2
4/12/2023,120.27,5288338,124.41,124.5,120.1501,Qualcomm Incorporated,12,4,2023,2
4/11/2023,123.57,5001428,125.25,125.25,123.17,Qualcomm Incorporated,11,4,2023,2
4/10/2023,124.29,5243707,122.09,124.58,121.675,Qualcomm Incorporated,10,4,2023,2
4/6/2023,123,5260583,122.34,123.85,121.05,Qualcomm Incorporated,6,4,2023,2
4/5/2023,123.04,6920920,121.42,123.22,121.25,Qualcomm Incorporated,5,4,2023,2
4/4/2023,122.3,6962720,124.93,125.215,121.81,Qualcomm Incorporated,4,4,2023,2
4/3/2023,124.74,6367804,126.99,127.574,123.605,Qualcomm Incorporated,3,4,2023,2
3/31/2023,127.58,6222445,126.65,127.97,126.29,Qualcomm Incorporated,31,3,2023,1
3/30/2023,127.4,8156371,127.08,128.19,126.43,Qualcomm Incorporated,30,3,2023,1
3/29/2023,125.09,6410053,123.42,125.96,123.25,Qualcomm Incorporated,29,3,2023,1
3/28/2023,121.34,5272075,123.6,123.68,120.21,Qualcomm Incorporated,28,3,2023,1
3/27/2023,123.6,4817952,125.74,126.06,123.32,Qualcomm Incorporated,27,3,2023,1
3/24/2023,124.76,6987982,123.63,124.93,122.25,Qualcomm Incorporated,24,3,2023,1
3/23/2023,124.15,7353827,123.935,127,122.1,Qualcomm Incorporated,23,3,2023,1
3/22/2023,121.97,7072705,124,126.24,121.87,Qualcomm Incorporated,22,3,2023,1
3/21/2023,123.8,6900640,122.988,125.07,122.15,Qualcomm Incorporated,21,3,2023,1
3/20/2023,121.82,5945023,120.77,122.02,119.81,Qualcomm Incorporated,20,3,2023,1
3/17/2023,120.73,12304150,120.78,122.87,119.15,Qualcomm Incorporated,17,3,2023,1
3/16/2023,120.51,11211590,117,120.83,115.91,Qualcomm Incorporated,16,3,2023,1
3/15/2023,115.49,8596906,115.25,116.18,113.14,Qualcomm Incorporated,15,3,2023,1
3/14/2023,116.55,8312148,116.41,117.06,113.92,Qualcomm Incorporated,14,3,2023,1
3/13/2023,114.43,7673665,113.76,116.24,113.28,Qualcomm Incorporated,13,3,2023,1
3/10/2023,115.19,6884539,117.54,118.23,114.53,Qualcomm Incorporated,10,3,2023,1
3/9/2023,117.22,8055507,121.28,121.92,116.94,Qualcomm Incorporated,9,3,2023,1
3/8/2023,121.2,7633866,119.55,121.75,119.35,Qualcomm Incorporated,8,3,2023,1
3/7/2023,119.19,8879728,122.48,122.5,118.28,Qualcomm Incorporated,7,3,2023,1
3/6/2023,122.41,7031270,124.28,125.1747,122.03,Qualcomm Incorporated,6,3,2023,1
3/3/2023,123.6,7052093,123.99,124.21,121.67,Qualcomm Incorporated,3,3,2023,1
3/2/2023,123.78,5260916,122.16,124.26,120.855,Qualcomm Incorporated,2,3,2023,1
3/1/2023,123.68,5530594,123.78,125.47,122.98,Qualcomm Incorporated,1,3,2023,1
2/28/2023,123.53,6491849,123.62,125.1,122.92,Qualcomm Incorporated,28,2,2023,1
2/27/2023,123.42,7787226,126.5,126.6,123.04,Qualcomm Incorporated,27,2,2023,1
2/24/2023,124.34,7357182,124.24,124.71,123.1808,Qualcomm Incorporated,24,2,2023,1
2/23/2023,126.2,6440201,126.61,127.23,123.67,Qualcomm Incorporated,23,2,2023,1
2/22/2023,123.95,5517829,124.32,124.97,122.92,Qualcomm Incorporated,22,2,2023,1
2/21/2023,123.7,8164373,125.46,127.616,123.55,Qualcomm Incorporated,21,2,2023,1
2/17/2023,127.72,6022526,129.5,129.81,126.96,Qualcomm Incorporated,17,2,2023,1
2/16/2023,130.16,5788436,130.75,132.59,129.95,Qualcomm Incorporated,16,2,2023,1
2/15/2023,133.07,3503851,130.6,133.33,130.3,Qualcomm Incorporated,15,2,2023,1
2/14/2023,132.34,5579884,129.2,132.88,128.36,Qualcomm Incorporated,14,2,2023,1
2/13/2023,130.84,5550427,129.46,131.43,128.39,Qualcomm Incorporated,13,2,2023,1
2/10/2023,128.99,5319227,129.29,129.94,127.6201,Qualcomm Incorporated,10,2,2023,1
2/9/2023,130.53,5717507,133.89,135.228,129.92,Qualcomm Incorporated,9,2,2023,1
2/8/2023,132.17,7151740,135.31,136.28,131.76,Qualcomm Incorporated,8,2,2023,1
2/7/2023,136.63,7664198,133.15,137.38,132.33,Qualcomm Incorporated,7,2,2023,1
2/6/2023,132.93,6830514,132.27,134.88,131.86,Qualcomm Incorporated,6,2,2023,1
2/3/2023,135.02,13187260,131.16,138.4,128.57,Qualcomm Incorporated,3,2,2023,1
2/2/2023,135.85,17673180,138.46,139.1637,134.801,Qualcomm Incorporated,2,2,2023,1
2/1/2023,138.46,10500600,132.68,139.94,132.68,Qualcomm Incorporated,1,2,2023,1
1/31/2023,133.21,7125079,131.325,133.635,131.325,Qualcomm Incorporated,31,1,2023,1
1/30/2023,131.63,9854271,131.05,132.4,130.15,Qualcomm Incorporated,30,1,2023,1
1/27/2023,133.4,6581941,131.49,134.89,131.42,Qualcomm Incorporated,27,1,2023,1
1/26/2023,133.96,7413602,134.405,134.85,131.1646,Qualcomm Incorporated,26,1,2023,1
1/25/2023,131.17,6880304,128.45,131.54,127.7,Qualcomm Incorporated,25,1,2023,1
1/24/2023,130.7,7952417,130.55,132.97,130.15,Qualcomm Incorporated,24,1,2023,1
1/23/2023,131.03,13419480,126.54,132.06,125.82,Qualcomm Incorporated,23,1,2023,1
1/20/2023,122.9,8895014,118.42,122.96,117.34,Qualcomm Incorporated,20,1,2023,1
1/19/2023,117.58,8716170,121.06,121.1,117.42,Qualcomm Incorporated,19,1,2023,1
1/18/2023,122.04,10960420,121.62,123.99,121.01,Qualcomm Incorporated,18,1,2023,1
1/17/2023,120.28,6179477,119.735,121.32,119.02,Qualcomm Incorporated,17,1,2023,1
1/13/2023,120.24,8040401,119.82,121.42,119.72,Qualcomm Incorporated,13,1,2023,1
1/12/2023,121.59,9527629,119.24,122.38,117.65,Qualcomm Incorporated,12,1,2023,1
1/11/2023,118.39,7374382,117.44,118.5,115.17,Qualcomm Incorporated,11,1,2023,1
1/10/2023,116.91,6384775,114.02,116.97,113.7211,Qualcomm Incorporated,10,1,2023,1
1/9/2023,114.61,10291800,116.73,118.85,113.54,Qualcomm Incorporated,9,1,2023,1
1/6/2023,115.34,10259280,110.96,115.98,110.05,Qualcomm Incorporated,6,1,2023,1
1/5/2023,109.4,7545964,109.93,110.92,109.13,Qualcomm Incorporated,5,1,2023,1
1/4/2023,111.53,7614231,109.8,112.23,108.81,Qualcomm Incorporated,4,1,2023,1
1/3/2023,107.2,8110390,111.35,111.74,107.13,Qualcomm Incorporated,3,1,2023,1
12/30/2022,109.94,5642260,107.97,110.06,107.22,Qualcomm Incorporated,30,12,2022,4
12/29/2022,109.84,6668592,108.35,110.66,108.11,Qualcomm Incorporated,29,12,2022,4
12/28/2022,106.97,5395637,108.87,110.27,106.82,Qualcomm Incorporated,28,12,2022,4
12/27/2022,109.46,6158132,109.75,110.685,108.89,Qualcomm Incorporated,27,12,2022,4
12/23/2022,110.84,5356708,109.7,110.92,108.21,Qualcomm Incorporated,23,12,2022,4
12/22/2022,110.68,12052940,112.57,112.59,107.375,Qualcomm Incorporated,22,12,2022,4
12/21/2022,114.59,5843839,112.76,114.9634,112.69,Qualcomm Incorporated,21,12,2022,4
12/20/2022,112.1,6260217,111.4,112.78,111.1,Qualcomm Incorporated,20,12,2022,4
12/19/2022,112.61,7720218,114.01,115.16,111.51,Qualcomm Incorporated,19,12,2022,4
12/16/2022,114.53,12733930,116.08,116.66,113.35,Qualcomm Incorporated,16,12,2022,4
12/15/2022,116.64,10210210,120.25,120.52,116.075,Qualcomm Incorporated,15,12,2022,4
12/14/2022,121.71,9444090,124.23,126.58,120.1,Qualcomm Incorporated,14,12,2022,4
12/13/2022,123.49,9712730,126.98,127.95,121.82,Qualcomm Incorporated,13,12,2022,4
12/12/2022,121.21,9008426,116.06,121.25,116.06,Qualcomm Incorporated,12,12,2022,4
12/9/2022,119.05,6035995,120.405,121.4,118.85,Qualcomm Incorporated,9,12,2022,4
12/8/2022,121.75,7347612,118.98,122.35,118.18,Qualcomm Incorporated,8,12,2022,4
12/7/2022,118.21,5427111,118.5,120.32,117.76,Qualcomm Incorporated,7,12,2022,4
12/6/2022,119.78,5968032,122.82,123,118.5716,Qualcomm Incorporated,6,12,2022,4
12/5/2022,123.3,6091640,124.58,125.47,122.43,Qualcomm Incorporated,5,12,2022,4
12/2/2022,125.66,6122172,123.71,125.82,123.1205,Qualcomm Incorporated,2,12,2022,4
12/1/2022,126.81,7924838,126.72,128.2,125.68,Qualcomm Incorporated,1,12,2022,4
11/30/2022,126.49,12776650,118.75,126.6,118.07,Qualcomm Incorporated,30,11,2022,4
11/29/2022,118.38,6277578,120.14,121.37,118.32,Qualcomm Incorporated,29,11,2022,4
11/28/2022,119.54,7089098,122.16,123.45,118.845,Qualcomm Incorporated,28,11,2022,4
11/25/2022,123.45,3153811,124.86,125.36,123.4,Qualcomm Incorporated,25,11,2022,4
11/23/2022,125.15,5481482,123.54,127.035,123.29,Qualcomm Incorporated,23,11,2022,4
11/22/2022,123.65,7010166,120.84,123.79,120.03,Qualcomm Incorporated,22,11,2022,4
11/21/2022,120.2,8204212,121.09,122.5,120.1,Qualcomm Incorporated,21,11,2022,4
11/18/2022,123.85,6436642,124.04,124.49,122.13,Qualcomm Incorporated,18,11,2022,4
11/17/2022,122.86,7281360,118.95,123.115,118.71,Qualcomm Incorporated,17,11,2022,4
11/16/2022,120.73,9561722,123.2,123.84,119.96,Qualcomm Incorporated,16,11,2022,4
11/15/2022,126.02,12470180,125.65,128.125,123.42,Qualcomm Incorporated,15,11,2022,4
11/14/2022,120.8,6971004,120.74,123.21,120.26,Qualcomm Incorporated,14,11,2022,4
11/11/2022,121.43,9433817,118.99,122.1598,118.99,Qualcomm Incorporated,11,11,2022,4
11/10/2022,120.68,11673190,115.91,121,114.525,Qualcomm Incorporated,10,11,2022,4
11/9/2022,110.43,9581279,111.46,113.505,110.27,Qualcomm Incorporated,9,11,2022,4
11/8/2022,112.54,9383559,111.57,114.89,109.92,Qualcomm Incorporated,8,11,2022,4
11/7/2022,110.09,7570837,107.48,110.28,106.26,Qualcomm Incorporated,7,11,2022,4
11/4/2022,106.69,11977930,106.61,107.5,104.3304,Qualcomm Incorporated,4,11,2022,4
11/3/2022,103.88,24706110,104.38,106.5,101.93,Qualcomm Incorporated,3,11,2022,4
11/2/2022,112.5,13936310,118.71,118.79,112.25,Qualcomm Incorporated,2,11,2022,4
11/1/2022,117.33,5749063,119.74,120.63,116.75,Qualcomm Incorporated,1,11,2022,4
10/31/2022,117.66,6870809,118.13,118.38,115.4,Qualcomm Incorporated,31,10,2022,4
10/28/2022,119.21,9418673,114.17,119.45,112.33,Qualcomm Incorporated,28,10,2022,4
10/27/2022,114.7,8937212,119.315,120.6,114.38,Qualcomm Incorporated,27,10,2022,4
10/26/2022,118.11,7354985,118.04,120.74,116.16,Qualcomm Incorporated,26,10,2022,4
10/25/2022,119.17,6205073,116.57,119.94,116.225,Qualcomm Incorporated,25,10,2022,4
10/24/2022,116.38,6525680,116.34,117.0211,114.24,Qualcomm Incorporated,24,10,2022,4
10/21/2022,115.74,7490087,111.75,115.99,111.02,Qualcomm Incorporated,21,10,2022,4
10/20/2022,111.98,7736402,113.165,116.09,111.72,Qualcomm Incorporated,20,10,2022,4
10/19/2022,112.85,5620199,110.86,113.67,110.75,Qualcomm Incorporated,19,10,2022,4
10/18/2022,111.21,8908873,114.95,116.0885,109.54,Qualcomm Incorporated,18,10,2022,4
10/17/2022,111.59,7886423,113.92,114.48,110.61,Qualcomm Incorporated,17,10,2022,4
10/14/2022,109.95,7997634,114.63,114.99,109.79,Qualcomm Incorporated,14,10,2022,4
10/13/2022,112.86,10455000,105.38,115.2,104.66,Qualcomm Incorporated,13,10,2022,4
10/12/2022,108.64,6987880,110.32,110.8,108.38,Qualcomm Incorporated,12,10,2022,4
10/11/2022,110.03,10758810,112,112.49,108.65,Qualcomm Incorporated,11,10,2022,4
10/10/2022,114.6,9512641,120.59,121.04,113.45,Qualcomm Incorporated,10,10,2022,4
10/7/2022,120.91,8618545,122.62,124.11,120.32,Qualcomm Incorporated,7,10,2022,4
10/6/2022,125.28,6238604,124.51,127.209,124.4,Qualcomm Incorporated,6,10,2022,4
10/5/2022,124.89,7070311,120.88,125.56,120.53,Qualcomm Incorporated,5,10,2022,4
10/4/2022,122.37,6637248,120.4,122.45,120.32,Qualcomm Incorporated,4,10,2022,4
10/3/2022,117.22,7481733,114.99,118.3168,113.665,Qualcomm Incorporated,3,10,2022,4
9/30/2022,112.98,7568126,113.76,116.28,112.92,Qualcomm Incorporated,30,9,2022,3
9/29/2022,114.84,12125790,117.28,117.47,113.46,Qualcomm Incorporated,29,9,2022,3
9/28/2022,118.93,11321160,118.58,120.45,117.78,Qualcomm Incorporated,28,9,2022,3
9/27/2022,120.34,5544423,121.56,122.6778,118.75,Qualcomm Incorporated,27,9,2022,3
9/26/2022,119.74,6424637,121.54,123.18,119.59,Qualcomm Incorporated,26,9,2022,3
9/23/2022,121.19,10681290,122.34,122.68,119.05,Qualcomm Incorporated,23,9,2022,3
9/22/2022,123.68,8752975,124.75,125.16,122.47,Qualcomm Incorporated,22,9,2022,3
9/21/2022,124.62,8123668,125.44,129.79,124.5,Qualcomm Incorporated,21,9,2022,3
9/20/2022,124.77,5672744,125.74,126.55,123.89,Qualcomm Incorporated,20,9,2022,3
9/19/2022,126.65,5922656,123.62,127.18,123.41,Qualcomm Incorporated,19,9,2022,3
9/16/2022,124.95,13818500,124.12,125.74,123.045,Qualcomm Incorporated,16,9,2022,3
9/15/2022,124.98,7459628,126.7,128.0845,124.23,Qualcomm Incorporated,15,9,2022,3
9/14/2022,127.53,7509299,126.27,127.9,125.5,Qualcomm Incorporated,14,9,2022,3
9/13/2022,124.93,9610889,128.38,129.9,124.49,Qualcomm Incorporated,13,9,2022,3
9/12/2022,133,7081303,133,134.22,132.32,Qualcomm Incorporated,12,9,2022,3
9/9/2022,132.05,5100116,130.68,132.61,130.3082,Qualcomm Incorporated,9,9,2022,3
9/8/2022,128.85,6618782,127.47,129.8,125.9,Qualcomm Incorporated,8,9,2022,3
